ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS	ALIGNMENT	QUINTILES
204	ProtoKaren	obtain, receive, take, get	*neᴮ	*neᴮ	n e ¹¹		2468	n e - ¹¹	n|n|n|n|n̥ e|e|e|e|e -|-|-|-|- ¹¹|¹¹|¹¹|¹¹|¹¹
527	Kayah	obtain, receive, take, get	ni¹¹	ni¹¹	n i ¹¹		2468	n i - ¹¹	n i ¹¹
819	Kayan	obtain, receive, take, get	nai¹¹	nai¹¹	n ai ¹¹		2468	n ai - ¹¹	n ai ¹¹
1123	Kayaw	obtain, receive, take, get	ni¹¹	ni¹¹	n i ¹¹		2468	n i - ¹¹	n i ¹¹
1417	NorthernPao	obtain, receive, take, get	ne⁵³	ne⁵³	n e ⁵³		2468	n e - ⁵³	n e ⁵³
1702	NorthernPwo	obtain, receive, take, get	ni¹¹ ̈	ni¹¹̈	n i ɦ ¹¹		2468	n i ɦ ¹¹	n i ɦ ¹¹
1996	NorthernSgaw	obtain, receive, take, get	ne¹¹ ̈	ne¹¹̈	n e ɦ ¹¹		2468	n e ɦ ¹¹	n e ɦ ¹¹
2565	SouthernPwo	obtain, receive, take, get	ni³³	ni³³	n i ³³		2468	n i - ³³	n i ³³
2864	SouthernSgaw	obtain, receive, take, get	ne³¹	ne³¹	n e ³¹		2468	n e - ³¹	n e ³¹
3132	WesternBwe	obtain, receive, take, get	ni⁵⁵	ni⁵⁵	n i ³³		2468	n i - ³³	n i ³³
205	ProtoKaren	old (of humans)	*braᴮ	*braᴮ	b r a ¹¹		2480	b r a - ¹¹	( b r a ¹¹ )
528	Kayah	old (of humans)	phre¹¹	phre¹¹	pʰ r e ¹¹		2480	pʰ r e - ¹¹	pʰ r e ¹¹
820	Kayan	old (of humans)	pra¹¹	pra¹¹	p r a ¹¹		2480	p r a - ¹¹	p r a ¹¹
1124	Kayaw	old (of humans)	pra¹¹	pra¹¹	p r a ¹¹		2480	p r a - ¹¹	p r a ¹¹
1418	NorthernPao	old (of humans)	phra⁵³	phra⁵³	pʰ r a ⁵³		2480	pʰ r a - ⁵³	pʰ r a ⁵³
1997	NorthernSgaw	old (of humans)	sa Ɂ⁴⁵pɣa¹¹ ̈	sa_Ɂ⁴⁵pɣa¹¹̈	s a ʔ ⁴⁵ + p ɣ a ɦ ¹¹		2481 2480	s a ʔ ⁴⁵ + p ɣ a ɦ ¹¹	s a ʔ ⁴⁵ + p ɣ a ɦ ¹¹
2281	SouthernPao	old (of humans)	pra⁵⁵	pra⁵⁵	pʰ r a ⁵⁵		2480	pʰ r a - ⁵⁵	pʰ r a ⁵⁵
2865	SouthernSgaw	old (of humans)	pɣa³¹	pɣa³¹	p ɣ a ³¹		2480	p ɣ a - ³¹	p ɣ a ³¹
3133	WesternBwe	old (of humans)	θa³³ bwɛ³³	θa³³_bwɛ³³	θ a ³³ + b w ɛ ³³		2482 2480	θ a ³³ + b w ɛ - ³³	θ a ³³ + b w ɛ ³³
206	ProtoKaren	old (of things)	*lejᴬ *laN¹	*lejᴬ_*laN¹	l ei ⁵⁵ + l a ɴ ¹		2493 2495	l ei - ⁵⁵ + l a ɴ ¹	( l ei ⁵⁵ ) + ?l ?a ?ɴ ?¹
529	Kayah	old (of things)	lə¹¹	lə¹¹	l ə ¹¹		2493	l ə - ¹¹	l ə ¹¹
1125	Kayaw	old (of things)	li³³	li³³	l i ³³		2493	l i - ³³	l i ³³
1419	NorthernPao	old (of things)	li³³	li³³	l i ³³		2493	l i - ³³	l i ³³
1703	NorthernPwo	old (of things)	lei⁵⁵	lei⁵⁵	l ei ⁵⁵		2493	l ei - ⁵⁵	l ei ⁵⁵
1998	NorthernSgaw	old (of things)	lɔ¹¹ l i³³	lɔ¹¹_l_i³³	l ɔ ¹¹ + l i ³³		2494 2493	l ɔ ¹¹ + l i - ³³	l ɔ ¹¹ + l i ³³
2566	SouthernPwo	old (of things)	lei³¹ ̈	lei³¹̈	l ei ɦ ³¹		2493	l ei ɦ ³¹	l ei ɦ ³¹
2866	SouthernSgaw	old (of things)	li³³	li³³	l i ³³		2493	l i - ³³	l i ³³
207	ProtoKaren	one	*t-laᵀ	*t-laᵀ	t ə ʔ̚ ⁰ + l a ʔ̚ ³³		2505 2506	t ə ʔ̚ ⁰ + l a ʔ̚ ³³	t|t|t|t|t ə|ə|ə|ə|ə ʔ̚|ʔ̚|ʔ̚|ʔ̚|- ⁵⁵|⁵⁵|⁵⁵|⁰|⁰ + l|l|l|k|k ə|ə|ə|a|a -|-|-|ʔ̚|ʔ̚ ⁰|⁰|⁰|⁰|⁰
530	Kayah	one	t-	t-	t ə ⁰		2505	t ə - ⁰	t ə ⁰
821	Kayan	one	la¹¹ ~ laɁ²¹	la¹¹_~_laɁ²¹	l a ¹¹		2506	l a - ¹¹	l a ¹¹
1126	Kayaw	one	t-	t-	t ə ⁰		2505	t ə - ⁰	t ə ⁰
1420	NorthernPao	one	taɁ²¹	taɁ²¹	t a ʔ ²¹		2505	t a ʔ ²¹	t a ʔ ²¹
1704	NorthernPwo	one	laɁ²¹~la¹¹	laɁ²¹	l a ʔ ²¹		2506	l a ʔ ²¹	l a ʔ ²¹
1999	NorthernSgaw	one	tə³³	tə³³	t ə ³³		2505	t ə - ³³	t ə ³³
2282	SouthernPao	one	taɁ²¹	taɁ²¹	t a ʔ ²¹		2505	t a ʔ ²¹	t a ʔ ²¹
2567	SouthernPwo	one	lə³¹ ̈	lə³¹̈	l a ɦ ³¹		2506	l a ɦ ³¹	l a ɦ ³¹
2867	SouthernSgaw	one	təɁ²¹	təɁ²¹	t ə ʔ ²¹		2505	t ə ʔ ²¹	t ə ʔ ²¹
3134	WesternBwe	one	to⁵⁵, tə³³-, də³³-	to⁵⁵	t o ⁵⁵		2505	t o - ⁵⁵	t o ⁵⁵
3135	WesternBwe	one	to⁵⁵, tə³³-, də³³-	tə³³-	t ə ³³		2505	t ə - ³³	t ə ³³
3136	WesternBwe	one	to⁵⁵, tə³³-, də³³-	də³³-	d ə ³³		2505	d ə - ³³	d ə ³³
208	ProtoKaren	open (the mouth)	*ɁaNᴬ	*ɁaNᴬ	ʔ a ɴ ⁵⁵		2520	ʔ a ɴ - ⁵⁵	ʔ|ʔ|ʔ|ʔ|ʔ a|a|a|a|a ɴ|ɴ|ɴ|ɴ|ɴ -|-|-|-|- ⁵⁵|⁵⁵|⁵⁵|⁵⁵|⁵⁵
531	Kayah	open (the mouth)	Ɂɛ³³	Ɂɛ³³	ʔ ɛ ³³		2520	ʔ ɛ - - ³³	ʔ ɛ ³³
822	Kayan	open (the mouth)	Ɂaŋ⁵³	Ɂaŋ⁵³	ʔ a ŋ ⁵³		2520	ʔ a ŋ - ⁵³	ʔ a ŋ ⁵³
1127	Kayaw	open (the mouth)	Ɂɔ⁵⁵	Ɂɔ⁵⁵	ʔ ɔ ⁵⁵		2520	ʔ ɔ - - ⁵⁵	ʔ ɔ ⁵⁵
1421	NorthernPao	open (the mouth)	Ɂaŋ³¹ ̈	Ɂaŋ³¹̈	ʔ a n ɦ ³¹		2520	ʔ a n ɦ ³¹	ʔ a n ɦ ³¹
2000	NorthernSgaw	open (the mouth)	Ɂɔ³³	Ɂɔ³³	ʔ ɔ ³³		2520	ʔ ɔ - - ³³	ʔ ɔ ³³
2283	SouthernPao	open (the mouth)	Ɂan³¹ ̈	Ɂan³¹̈	ʔ a n ɦ ³¹		2520	ʔ a n ɦ ³¹	ʔ a n ɦ ³¹
2568	SouthernPwo	open (the mouth)	Ɂɔ̃³¹ ̈	Ɂɔ̃³¹̈	ʔ ɔ̃ ɦ ³¹		2520	ʔ ɔ̃ - ɦ ³¹	ʔ ɔ̃ ɦ ³¹
3137	WesternBwe	open (the mouth)	a⁵⁵-tha³³	a⁵⁵-tha³³	a ⁵⁵ + tʰ a ³³		471 2522	a ⁵⁵ + tʰ a ³³	a ⁵⁵ + tʰ a ³³
209	ProtoKaren	ox, bull, cow	*boᴮ	*boᴮ	b o ¹¹		2531	b o ¹¹	( b o ¹¹ )
532	Kayah	ox, bull, cow	pu¹¹	pu¹¹	p u ¹¹		2531	p u ¹¹	p u ¹¹
823	Kayan	ox, bull, cow	pau¹¹	pau¹¹	p au ¹¹		2531	p au ¹¹	p au ¹¹
1128	Kayaw	ox, bull, cow	pu¹¹	pu¹¹	p u ¹¹		2531	p u ¹¹	p u ¹¹
1422	NorthernPao	ox, bull, cow	pho⁵³	pho⁵³	pʰ o ⁵³		2531	pʰ o ⁵³	pʰ o ⁵³
2284	SouthernPao	ox, bull, cow	po⁵⁵	po⁵⁵	p o ⁵⁵		2531	p o ⁵⁵	p o ⁵⁵
3138	WesternBwe	ox, bull, cow	bo³³	bo³³	b o ³³		2531	b o ³³	b o ³³
210	ProtoKaren	palm (of the hand)	*ɲaᴬ	*ɲaᴬ	ɲ a ⁵⁵		2540	ɲ a ⁵⁵	?ɲ ?a ?⁵⁵
533	Kayah	palm (of the hand)	ja¹¹	ja¹¹	j a ¹¹		2539	j a ¹¹	j a ¹¹
1423	NorthernPao	palm (of the hand)	ja³³	ja³³	j a ³³		2539	j a ³³	j a ³³
1705	NorthernPwo	palm (of the hand)	jɛ³⁵	jɛ³⁵	j ɛ ³⁵		2539	j ɛ ³⁵	j ɛ ³⁵
2001	NorthernSgaw	palm (of the hand)	ɲa³³	ɲa³³	ɲ a ³³		2540	ɲ a ³³	ɲ a ³³
2285	SouthernPao	palm (of the hand)	ja⁵³	ja⁵³	j a ⁵³		2539	j a ⁵³	j a ⁵³
2569	SouthernPwo	palm (of the hand)	ja⁵³	ja⁵³	j a ⁵³		2539	j a ⁵³	j a ⁵³
211	ProtoKaren	pangolin, anteater	*joᴬ	*joᴬ	j o ⁵⁵		2547	j o - ⁵⁵	( j o ⁵⁵ )
534	Kayah	pangolin, anteater	ju¹¹	ju¹¹	j u ¹¹		2547	j u - ¹¹	j u ¹¹
824	Kayan	pangolin, anteater	Ɉau³³	Ɉau³³	ɟ au ³³		2548	ɟ au ³³	ɟ au ³³
1129	Kayaw	pangolin, anteater	ju³³	ju³³	j u ³³		2547	j u - ³³	j u ³³
1424	NorthernPao	pangolin, anteater	ju³³	ju³³	j o ³³		2547	j o - ³³	j o ³³
1706	NorthernPwo	pangolin, anteater	jũ¹¹	jũ¹¹	j u ¹¹		2547	j u - ¹¹	j u ¹¹
2002	NorthernSgaw	pangolin, anteater	jo³³hɔ³¹῀	jo³³hɔ³¹῀	j o ³³ + h ɔ̃ ³¹		2547 2549	j o - ³³ + h ɔ̃ ³¹	j o ³³ + h ɔ̃ ³¹
2570	SouthernPwo	pangolin, anteater	jɨ³¹ ̈	jɨ³¹̈	j u ɦ ³¹		2547	j u ɦ ³¹	j u ɦ ³¹
2868	SouthernSgaw	pangolin, anteater	ju³³	ju³³	j u ³³		2547	j u - ³³	j u ³³
3139	WesternBwe	pangolin, anteater	jʊ³³-θo³³	jʊ³³-θo³³	j o ³³ + θ o ³³		2547 3	j o - ³³ + θ o ³³	j o ³³ + θ o ³³
212	ProtoKaren	parrot, parakeet	*(thoᴮ)kiᴮ	*kiᴮ	k i ¹¹		2559	k i ¹¹	( k i ¹¹ )
535	Kayah	parrot, parakeet	khi¹¹	khi¹¹	k i ¹¹		2559	k i ¹¹	k i ¹¹
825	Kayan	parrot, parakeet	khi¹¹	khi¹¹	k i ¹¹		2559	k i ¹¹	k i ¹¹
1130	Kayaw	parrot, parakeet	ki¹¹	ki¹¹	k i ¹¹		2559	k i ¹¹	k i ¹¹
1425	NorthernPao	parrot, parakeet	ki⁵⁵	ki⁵⁵	k i ⁵⁵		2559	k i ⁵⁵	k i ⁵⁵
1707	NorthernPwo	parrot, parakeet	kei³³	kei³³	k ei ³³		2559	k ei ³³	k ei ³³
2571	SouthernPwo	parrot, parakeet	kei⁵⁵	kei⁵⁵	k ei ⁵⁵		2559	k ei ⁵⁵	k ei ⁵⁵
2869	SouthernSgaw	parrot, parakeet	ki⁴⁵’	ki⁴⁵’	k i ⁴⁵		2559	k i ⁴⁵	k i ⁴⁵
3140	WesternBwe	parrot, parakeet	ki³³~khi³³	ki³³	k i ³³		2559	k i ³³	k i ³³
213	ProtoKaren	path, trail, way	*glɛᴬ	*glɛᴬ	k l ɛ ⁵⁵		2570	k l ɛ ⁵⁵	k|k|k|k|k l|l|l|l|l ɛ|ɛ|ɛ|ɛ|ɛ ⁵⁵|⁵⁵|⁵⁵|⁵⁵|⁵⁵
826	Kayan	path, trail, way	khlɛ³³	khlɛ³³	k l ɛ ³³		2570	k l ɛ ³³	k l ɛ ³³
1131	Kayaw	path, trail, way	klɛ³³	klɛ³³	k l ɛ ³³		2570	k l ɛ ³³	k l ɛ ³³
2003	NorthernSgaw	path, trail, way	klɛ³³~klɛɁ⁴⁵	klɛ³³	k l ɛ ³³		2570	k l ɛ ³³	k l ɛ ³³
2286	SouthernPao	path, trail, way	klai⁵³	klai⁵³	k l ai ⁵³		2570	k l ai ⁵³	k l ai ⁵³
2870	SouthernSgaw	path, trail, way	klɛ³³	klɛ³³	k l ɛ ³³		2570	k l ɛ ³³	k l ɛ ³³
3141	WesternBwe	path, trail, way	klɛ³³	klɛ³³	k l ɛ ³³		2570	k l ɛ ³³	k l ɛ ³³
214	ProtoKaren	peacock	*(thoᴮ)braɁᴰ	*braɁᴰ	b r a ʔ̚ ⁵¹		2579	b r a - ʔ̚ ⁵¹	( b r a ʔ̚ ⁵¹ )
536	Kayah	peacock	phre³³	phre³³	pʰ r e ³³		2579	pʰ r e - - ³³	pʰ r e ³³
827	Kayan	peacock	praɁ²¹	praɁ²¹	p r a ʔ ²¹		2579	p r a - ʔ ²¹	p r a ʔ ²¹
1132	Kayaw	peacock	prɔ³³	prɔ³³	p r ɔ ³³		2579	p r ɔ - - ³³	p r ɔ ³³
1708	NorthernPwo	peacock	sjaɁ²¹	sjaɁ²¹	p ɣ a ʔ ²¹		2579	p ɣ a - ʔ ²¹	p ɣ a ʔ ²¹
2004	NorthernSgaw	peacock	bɣaɁ²¹~phɣaɁ²¹	bɣaɁ²¹	p ɣ a ʔ ²¹		2579	p ɣ a - ʔ ²¹	p ɣ a ʔ ²¹
2572	SouthernPwo	peacock	ɕaɁ⁴⁵	ɕaɁ⁴⁵	p ɣ a ʔ ⁴⁵		2579	p ɣ a - ʔ ⁴⁵	p ɣ a ʔ ⁴⁵
2871	SouthernSgaw	peacock	pɣa¹¹ ̈	pɣa¹¹̈	p ɣ a ʔ ɦ ¹¹		2579	p ɣ a ʔ ɦ ¹¹	p ɣ a ʔ ɦ ¹¹
3142	WesternBwe	peacock	ba¹¹	ba¹¹	b w a ¹¹		2579	b w a - - ¹¹	b w a ¹¹
215	ProtoKaren	pen, coop	*k-bɔŋᴬ	*k-bɔŋᴬ	k ə ⁰ + b ɔ ŋ ⁵⁵		2591 2590	k ə - ⁰ + b ɔ ŋ ⁵⁵	k|k|k|k|k ə|ə|ə|ə|ə ⁰|⁰|⁰|⁰|⁰ + ( b ɔ ŋ ⁵⁵ )
537	Kayah	pen, coop	po¹¹	po¹¹	p o ¹¹		2590	p o - ¹¹	p o ¹¹
828	Kayan	pen, coop	pɔ³³	pɔ³³	p ɔ ³³		2590	p ɔ - ³³	p ɔ ³³
1133	Kayaw	pen, coop	po³³	po³³	p o ³³		2590	p o - ³³	p o ³³
1426	NorthernPao	pen, coop	phɔŋ³³	phɔŋ³³	pʰ ɔ ŋ ³³		2590	pʰ ɔ ŋ ³³	pʰ ɔ ŋ ³³
1709	NorthernPwo	pen, coop	phɔ̃⁵⁵	phɔ̃⁵⁵	pʰ ɔ̃ ⁵⁵		2590	pʰ ɔ̃ - ⁵⁵	pʰ ɔ̃ ⁵⁵
2005	NorthernSgaw	pen, coop	kə¹¹po³³	kə¹¹po³³	k ə ¹¹ + p o ³³		2591 2590	k ə - ¹¹ + p o - ³³	k ə ¹¹ + p o ³³
2287	SouthernPao	pen, coop	pɔŋ⁵³	pɔŋ⁵³	p ɔ ŋ ⁵³		2590	p ɔ ŋ ⁵³	p ɔ ŋ ⁵³
2573	SouthernPwo	pen, coop	phõ³¹ ̈	phõ³¹̈	pʰ õ ɦ ³¹		2590	pʰ õ ɦ ³¹	pʰ õ ɦ ³¹
2872	SouthernSgaw	pen, coop	kəɁ²¹po³³	kəɁ²¹po³³	k ə ʔ ²¹ + p o ³³		2591 2590	k ə ʔ ²¹ + p o - ³³	k ə ʔ ²¹ + p o ³³
216	ProtoKaren	penis	*teᴮ	*teᴮ	tʰ e ¹¹		2604	tʰ e ¹¹	( tʰ e ¹¹ )
538	Kayah	penis	thi¹¹	thi¹¹	tʰ i ¹¹		2604	tʰ i ¹¹	tʰ i ¹¹
829	Kayan	penis	thai¹¹	thai¹¹	tʰ ai ¹¹		2604	tʰ ai ¹¹	tʰ ai ¹¹
1134	Kayaw	penis	thi¹¹	thi¹¹	tʰ i ¹¹		2604	tʰ i ¹¹	tʰ i ¹¹
1427	NorthernPao	penis	te⁵⁵	te⁵⁵	tʰ e ⁵⁵		2604	tʰ e ⁵⁵	tʰ e ⁵⁵
1710	NorthernPwo	penis	thi³³	thi³³	tʰ i ³³		2604	tʰ i ³³	tʰ i ³³
2006	NorthernSgaw	penis	the³¹῀	the³¹῀	tʰ e ³¹		2604	tʰ e ³¹	tʰ e ³¹
2288	SouthernPao	penis	te³³	te³³	tʰ e ³³		2604	tʰ e ³³	tʰ e ³³
2574	SouthernPwo	penis	thi⁵⁵	thi⁵⁵	tʰ i ⁵⁵		2604	tʰ i ⁵⁵	tʰ i ⁵⁵
2873	SouthernSgaw	penis	the⁴⁵’	the⁴⁵’	tʰ e ⁴⁵		2604	tʰ e ⁴⁵	tʰ e ⁴⁵
217	ProtoKaren	pheasant	*(thoᴮ)reɁᴰ	*reɁᴰ	r e ʔ̚ ⁵¹		2616	r e ʔ̚ ⁵¹	( r e ʔ̚ ⁵¹ )
539	Kayah	pheasant	ra³³	ra³³	r a ³³		2616	r a - ³³	r a ³³
1135	Kayaw	pheasant	- re³³	-_re³³	r e ³³		2616	r e - ³³	r e ³³
1711	NorthernPwo	pheasant	ɣaiɁ²¹	ɣaiɁ²¹	ɣ ai ʔ ²¹		2616	ɣ ai ʔ ²¹	ɣ ai ʔ ²¹
2007	NorthernSgaw	pheasant	ɣiɁ²¹	ɣiɁ²¹	ɣ i ʔ ²¹		2616	ɣ i ʔ ²¹	ɣ i ʔ ²¹
2575	SouthernPwo	pheasant	ɣaiɁ⁴⁵	ɣaiɁ⁴⁵	ɣ ai ʔ ⁴⁵		2616	ɣ ai ʔ ⁴⁵	ɣ ai ʔ ⁴⁵
2874	SouthernSgaw	pheasant	ɣai¹¹ ̈	ɣai¹¹̈	ɣ ai ɦ ¹¹		2616	ɣ ai ɦ ¹¹	ɣ ai ɦ ¹¹
218	ProtoKaren	pig	*thɔɁᴰ	*thɔɁᴰ	tʰ ɔ ʔ̚ ⁵¹		315	tʰ ɔ ʔ̚ ⁵¹	( tʰ ɔ ʔ̚ ⁵¹ )
540	Kayah	pig	thɛ⁵⁵	thɛ⁵⁵	tʰ ɛ ⁵⁵		315	tʰ ɛ - ⁵⁵	tʰ ɛ ⁵⁵
830	Kayan	pig	thauɁ⁴⁵	thauɁ⁴⁵	tʰ au ʔ ⁴⁵		315	tʰ au ʔ ⁴⁵	tʰ au ʔ ⁴⁵
1136	Kayaw	pig	tho³³	tho³³	tʰ o ³³		315	tʰ o - ³³	tʰ o ³³
1428	NorthernPao	pig	thɔɁ²¹	thɔɁ²¹	tʰ ɔ ʔ ²¹		315	tʰ ɔ ʔ ²¹	tʰ ɔ ʔ ²¹
1712	NorthernPwo	pig	thoɁ⁴⁵	thoɁ⁴⁵	tʰ o ʔ ⁴⁵		315	tʰ o ʔ ⁴⁵	tʰ o ʔ ⁴⁵
2008	NorthernSgaw	pig	thɔɁ⁴⁵	thɔɁ⁴⁵	tʰ ɔ ʔ ⁴⁵		315	tʰ ɔ ʔ ⁴⁵	tʰ ɔ ʔ ⁴⁵
2289	SouthernPao	pig	thɔɁ²¹	thɔɁ²¹	tʰ ɔ ʔ ²¹		315	tʰ ɔ ʔ ²¹	tʰ ɔ ʔ ²¹
2576	SouthernPwo	pig	thuɁ²¹	thuɁ²¹	tʰ u ʔ ²¹		315	tʰ u ʔ ²¹	tʰ u ʔ ²¹
2875	SouthernSgaw	pig	thɔɁ²¹	thɔɁ²¹	tʰ ɔ ʔ ²¹		315	tʰ ɔ ʔ ²¹	tʰ ɔ ʔ ²¹
3143	WesternBwe	pig	thɔ³³	thɔ³³	tʰ ɔ ³³		315	tʰ ɔ - ³³	tʰ ɔ ³³
219	ProtoKaren	pile	*plomᴮ	*plomᴮ	p l o m ¹¹		2637	p l o m ¹¹	( p l o m ¹¹ )
541	Kayah	pile	plu¹¹	plu¹¹	p l u ¹¹		2637	p l u - ¹¹	p l u ¹¹
831	Kayan	pile	blo¹¹	blo¹¹	b l o ¹¹		2637	b l o - ¹¹	b l o ¹¹
1137	Kayaw	pile	plə¹¹	plə¹¹	p l ə ¹¹		2637	p l ə - ¹¹	p l ə ¹¹
1429	NorthernPao	pile	pom⁵⁵	pom⁵⁵	p l o m ⁵⁵		2637	p l o m ⁵⁵	p l o m ⁵⁵
1713	NorthernPwo	pile	pãu³³	pãu³³	pʰ l ãu ³³		2637	pʰ l ãu - ³³	pʰ l ãu ³³
2009	NorthernSgaw	pile	pu³¹῀	pu³¹῀	b l ũ ³¹		2637	b l ũ - ³¹	b l ũ ³¹
2290	SouthernPao	pile	pom³³	pom³³	p l o m ³³		2637	p l o m ³³	p l o m ³³
2577	SouthernPwo	pile	põu³¹ ̈	põu³¹̈	pʰ l õu ³¹		2637	pʰ l õu - ³¹	pʰ l õu ³¹
2876	SouthernSgaw	pile	pu⁴⁵’	pu⁴⁵’	b l u ⁴⁵		2637	b l u - ⁴⁵	b l u ⁴⁵
3144	WesternBwe	pile	plo³³	plo³³	p l o ³³		2637	p l o - ³³	p l o ³³
220	ProtoKaren	pointed (as of needles), sharp point	*cuᴬ	*cuᴬ	c u ⁵⁵		2649	c - u - ⁵⁵	( c u ⁵⁵ )
542	Kayah	pointed (as of needles), sharp point	cu³³	cu³³	c u ³³		2649	c - u - ³³	c u ³³
832	Kayan	pointed (as of needles), sharp point	cu⁵³	cu⁵³	c u ⁵³		2649	c - u - ⁵³	c u ⁵³
1138	Kayaw	pointed (as of needles), sharp point	cu⁵⁵	cu⁵⁵	c u ⁵⁵		2649	c - u - ⁵⁵	c u ⁵⁵
1430	NorthernPao	pointed (as of needles), sharp point	cu³¹ ̈	cu³¹̈	c u ɦ ³¹		2649	c - u ɦ ³¹	c u ɦ ³¹
1714	NorthernPwo	pointed (as of needles), sharp point	cu⁵⁵	cu⁵⁵	c u ⁵⁵		2649	c - u - ⁵⁵	c u ⁵⁵
2010	NorthernSgaw	pointed (as of needles), sharp point	cuɁ⁴⁵	cuɁ⁴⁵	c u ʔ ⁴⁵		2649	c - u ʔ ⁴⁵	c u ʔ ⁴⁵
2291	SouthernPao	pointed (as of needles), sharp point	kju³¹ ̈	kju³¹̈	k j u ɦ ³¹		2649	k j u ɦ ³¹	k j u ɦ ³¹
2578	SouthernPwo	pointed (as of needles), sharp point	cu³¹ ̈	cu³¹̈	c u ɦ ³¹		2649	c - u ɦ ³¹	c u ɦ ³¹
2877	SouthernSgaw	pointed (as of needles), sharp point	cu⁵⁵	cu⁵⁵	c u ⁵⁵		2649	c - u - ⁵⁵	c u ⁵⁵
3145	WesternBwe	pointed (as of needles), sharp point	cu⁵⁵	cu⁵⁵	c u ⁵⁵		2649	c - u - ⁵⁵	c u ⁵⁵
221	ProtoKaren	pole	*thuNᴮ	*thuNᴮ	tʰ u ɴ ¹¹		2662	tʰ - u ɴ ¹¹	( tʰ u ɴ ¹¹ )
543	Kayah	pole	thɨ¹¹	thɨ¹¹	tʰ ɨ ¹¹		2662	tʰ - ɨ - ¹¹	tʰ ɨ ¹¹
833	Kayan	pole	thwaŋ¹¹	thwaŋ¹¹	tʰ w a ŋ ¹¹		2662	tʰ w a ŋ ¹¹	tʰ w a ŋ ¹¹
1139	Kayaw	pole	thu¹¹	thu¹¹	tʰ u ¹¹		2662	tʰ - u - ¹¹	tʰ u ¹¹
1431	NorthernPao	pole	thun⁵⁵	thun⁵⁵	tʰ u n ⁵⁵		2662	tʰ - u n ⁵⁵	tʰ u n ⁵⁵
1715	NorthernPwo	pole	thɑ̃³³	thɑ̃³³	tʰ ɑ̃ ³³		2662	tʰ - ɑ̃ - ³³	tʰ ɑ̃ ³³
2011	NorthernSgaw	pole	thu³¹῀	thu³¹῀	tʰ ũ ³¹		2662	tʰ - ũ - ³¹	tʰ ũ ³¹
2292	SouthernPao	pole	thuə̯ m³³	thuə̯_m³³	tʰ w ə m ³³		2662	tʰ w ə m ³³	tʰ w ə m ³³
2579	SouthernPwo	pole	thə̃ɨ⁵⁵	thə̃ɨ⁵⁵	tʰ ə̃ɨ ɦ ⁵⁵		2662	tʰ - ə̃ɨ ɦ ⁵⁵	tʰ ə̃ɨ ɦ ⁵⁵
2878	SouthernSgaw	pole	thu⁴⁵’	thu⁴⁵’	tʰ u ⁴⁵		2662	tʰ - u - ⁴⁵	tʰ u ⁴⁵
222	ProtoKaren	porcupine	*sunᴮ	*sunᴮ	s u n ¹¹		2673	s - u n ¹¹	s|s|s|s|s -|-|-|-|- u|u|u|u|u ɴ|ɴ|ɴ|n|n ¹¹|¹¹|¹¹|¹¹|¹¹
544	Kayah	porcupine	sɨ¹¹	sɨ¹¹	s ɨ ¹¹		2673	s - ɨ - ¹¹	s ɨ ¹¹
834	Kayan	porcupine	θwaŋ¹¹	θwaŋ¹¹	θ w a ŋ ¹¹		2673	θ w a ŋ ¹¹	θ w a ŋ ¹¹
1140	Kayaw	porcupine	su¹¹	su¹¹	s u ¹¹		2673	s - u - ¹¹	s u ¹¹
1432	NorthernPao	porcupine	sun⁵⁵	sun⁵⁵	s u n ⁵⁵		2673	s - u n ⁵⁵	s u n ⁵⁵
2293	SouthernPao	porcupine	suə̯ m³³~suə̯ n³³	suə̯_m³³~suə̯_n³³	s w ə m ³³		2673	s w ə m ³³	s w ə m ³³
2879	SouthernSgaw	porcupine	su⁴⁵’	su⁴⁵’	s u ⁴⁵		2673	s - u - ⁴⁵	s u ⁴⁵
3146	WesternBwe	porcupine	θu³³	θu³³	θ u ³³		2673	θ - u - ³³	θ u ³³
223	ProtoKaren	porcupine (brush-tailed~)	*s-Ɂbaᴬ	*s-Ɂbaᴬ	s ə ⁰ + ˀb a ⁵⁵		2682 2683	s ə ⁰ + ˀb a - ⁵⁵	s|s|s|s|s ə|ə|ə|ə|ə ⁰|⁰|⁰|⁰|⁰ + ( ˀb a ⁵⁵ )
545	Kayah	porcupine (brush-tailed~)	se³³be³³	se³³be³³	s e ³³ + b e ³³		2682 2683	s e ³³ + b e - ³³	s e ³³ + b e ³³
1141	Kayaw	porcupine (brush-tailed~)	sa⁵⁵ba⁵⁵	sa⁵⁵ba⁵⁵	s a ⁵⁵ + b a ⁵⁵		2682 2683	s a ⁵⁵ + b a - ⁵⁵	s a ⁵⁵ + b a ⁵⁵
2012	NorthernSgaw	porcupine (brush-tailed~)	ba³³	ba³³	b a ³³		2683	b a - ³³	b a ³³
2580	SouthernPwo	porcupine (brush-tailed~)	θə⁵⁵ba³¹ ̈	θə⁵⁵ba³¹̈	θ ə ⁵⁵ + b a ɦ ³¹		2682 2683	θ ə ⁵⁵ + b a ɦ ³¹	θ ə ⁵⁵ + b a ɦ ³¹
2880	SouthernSgaw	porcupine (brush-tailed~)	ba⁵⁵	ba⁵⁵	b a ⁵⁵		2683	b a - ⁵⁵	b a ⁵⁵
