ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS	ALIGNMENT	QUINTILES
1888	Rangoon	lick / lap	jɛʔ⁴	jɛʔ⁴	j ɛ ʔ ⁴		210	j ɛ ʔ ⁴	j ɛ ʔ ⁴
1889	Atsi	lick / lap	joʔ²¹	joʔ²¹	j o ʔ ²¹		210	j o ʔ ²¹	j o ʔ ²¹
1890	Bola	lick / lap	jaʔ³¹	jaʔ³¹	j a ʔ ³¹		1207	j a ʔ ³¹	j a ʔ ³¹
1891	Lashi	lick / lap	jɔːʔ³¹	jɔːʔ³¹	j ɔː ʔ ³¹		210	j ɔː ʔ ³¹	j ɔː ʔ ³¹
1892	Maru	lick / lap	jɔʔ³¹	jɔʔ³¹	j ɔ ʔ ³¹		210	j ɔ ʔ ³¹	j ɔ ʔ ³¹
1893	ProtoBurmish	lick / lap	*jak	jak⁴	j a k ⁴		210	j a k ⁴	( j a k ⁴ )
1894	OldBurmese	lie down	lañḥ	lañḥ	l a ñ/ɲ ḥ/⁵		371	l a ñ/ɲ ḥ/⁵	l a ñ/ɲ ḥ/⁵
1895	Rangoon	lie down	tõ⁵⁵ lõ⁵⁵ ɬɛ⁵⁵	tõ⁵⁵+lõ⁵⁵+ɬɛ⁵⁵	t õ ⁵⁵ + l õ ⁵⁵ + ɬ ɛ ⁵⁵		2645 1353 2646	t õ ⁵⁵ + l õ ⁵⁵ + ɬ ɛ ⁵⁵	t õ ⁵⁵ + l õ ⁵⁵ + ɬ ɛ ⁵⁵
1896	Atsi	lie down	leʔ²¹	leʔ²¹	l e ʔ ²¹		371	l e ʔ ²¹	l e ʔ ²¹
1897	Bola	lie down	laŋ³⁵	laŋ³⁵	l a ŋ ³⁵		372	l a ŋ ³⁵	l a ŋ ³⁵
1898	Lashi	lie down	ləːŋ³¹	ləːŋ³¹	l əː ŋ ³¹		371	l əː ŋ ³¹	l əː ŋ ³¹
1899	Maru	lie down	laŋ³⁵	laŋ³⁵	l a ŋ ³⁵		371	l a ŋ ³⁵	l a ŋ ³⁵
1900	Maru	life / livelihood	pa³¹ na³¹	pa³¹+na³¹	p a ³¹ + n a ³¹		3002 1451	p a ³¹ + n a ³¹	p a ³¹ + n a ³¹
1901	Bola	life span	kɔ̃⁵⁵	kɔ̃⁵⁵	k ɔ̃ ⁵⁵		161	k - ɔ̃ - ⁵⁵	k ɔ̃ ⁵⁵
1902	Maru	life span	kɔ̃³¹	kɔ̃³¹	k ɔ̃ ³¹		161	k - ɔ̃ - ³¹	k ɔ̃ ³¹
1903	AchangLongchuan	lift up / carry	tɕhi⁵⁵	tɕhi⁵⁵	tɕʰ i ⁵⁵		274	tɕʰ i ⁵⁵	tɕʰ i ⁵⁵
1904	Atsi	lift up / carry	vaʔ²¹	vaʔ²¹	v a ʔ ²¹		334	v a ʔ ²¹	v a ʔ ²¹
1905	Bola	lift up / carry	vaʔ³¹ nɔ̃⁵⁵	vaʔ³¹+nɔ̃⁵⁵	v a ʔ ³¹ + n ɔ̃ ⁵⁵		335 484	v a ʔ ³¹ + n - ɔ̃ - ⁵⁵	v a ʔ ³¹ + n ɔ̃ ⁵⁵
1906	Lashi	lift up / carry	vuːʔ³¹	vuːʔ³¹	v uː ʔ ³¹		334	v uː ʔ ³¹	v uː ʔ ³¹
1907	Maru	lift up / carry	vɔʔ³¹	vɔʔ³¹	v ɔ ʔ ³¹		335	v ɔ ʔ ³¹	v ɔ ʔ ³¹
1908	Xiandao	lift up / carry	ʐoʔ⁵⁵	ʐoʔ⁵⁵	ʐ o ʔ ⁵⁵		334	ʐ o ʔ ⁵⁵	ʐ o ʔ ⁵⁵
1909	AchangLongchuan	light (a fire)	tʂap³⁵	tʂap³⁵	ʈʂ a p ³⁵		880	ʈʂ a p ³⁵	ʈʂ a p ³⁵
1910	Atsi	light (a fire)	ta̱p⁵⁵	ta̱p⁵⁵	t a̱ p ⁵⁵		880	t a̱ p ⁵⁵	t a̱ p ⁵⁵
1911	Bola	light (a fire)	tɛ̱ʔ⁵⁵	tɛ̱ʔ⁵⁵	t ɛ̱ ʔ ⁵⁵		880	t ɛ̱ ʔ ⁵⁵	t ɛ̱ ʔ ⁵⁵
1912	Lashi	light (a fire)	ta̱ːp⁵⁵	ta̱ːp⁵⁵	t a̱ː p ⁵⁵		880	t a̱ː p ⁵⁵	t a̱ː p ⁵⁵
1913	Maru	light (a fire)	tɛ̱ʔ⁵⁵	tɛ̱ʔ⁵⁵	t ɛ̱ ʔ ⁵⁵		880	t ɛ̱ ʔ ⁵⁵	t ɛ̱ ʔ ⁵⁵
1914	Xiandao	light (a fire)	tʂhap³⁵	tʂhap³⁵	ʈʂʰ a p ³⁵		880	ʈʂʰ a p ³⁵	ʈʂʰ a p ³⁵
1915	AchangLongchuan	light (a light)	tʂap³⁵	tʂap³⁵	ʈʂ a p ³⁵		880	ʈʂ a p ³⁵	ʈʂ a p ³⁵
1916	Atsi	light (a light)	ta̱p⁵⁵	ta̱p⁵⁵	t a̱ p ⁵⁵		880	t a̱ p ⁵⁵	t a̱ p ⁵⁵
1917	Bola	light (a light)	tɛ̱ʔ⁵⁵	tɛ̱ʔ⁵⁵	t ɛ̱ ʔ ⁵⁵		880	t ɛ̱ ʔ ⁵⁵	t ɛ̱ ʔ ⁵⁵
1918	Maru	light (a light)	tɛ̱ʔ⁵⁵	tɛ̱ʔ⁵⁵	t ɛ̱ ʔ ⁵⁵		880	t ɛ̱ ʔ ⁵⁵	t ɛ̱ ʔ ⁵⁵
1919	Xiandao	light (a light)	tʂhap³⁵	tʂhap³⁵	ʈʂʰ a p ³⁵		880	ʈʂʰ a p ³⁵	ʈʂʰ a p ³⁵
1920	AchangLongchuan	line (of wheat)	xʐua⁵⁵	xʐwa⁵⁵	x ʐ w a ⁵⁵		314	x ʐ w a - ⁵⁵	x ʐ w a ⁵⁵
1921	Atsi	line up	jap²¹ jan⁵⁵	jap²¹+jan⁵⁵	j a p ²¹ + j a n ⁵⁵		217 2242	- j a p ²¹ + j a n ⁵⁵	j a p ²¹ + j a n ⁵⁵
1922	Xiandao	line up	jap⁵⁵	jap⁵⁵	j a p ⁵⁵		217	- j a p ⁵⁵	j a p ⁵⁵
1923	AchangLongchuan	lion	xaŋ³¹ si³¹	xaŋ³¹+si³¹	x a ŋ ³¹ + s i ³¹		3643 1658	x a ŋ ³¹ + s i ³¹	x a ŋ ³¹ + s i ³¹
1924	OldBurmese	lip	nhut	nhut	nʰ u t		841	nʰ - u t -	nʰ u t
1925	Rangoon	lip	n̥oʔ⁴ khɑ̃⁵⁵	n̥oʔ⁴+khɑ̃⁵⁵	n̥ o ʔ ⁴ + kʰ ɑ̃ ⁵⁵		841 3644	n̥ - o ʔ ⁴ + kʰ ɑ̃ ⁵⁵	n̥ o ʔ ⁴ + kʰ ɑ̃ ⁵⁵
1926	AchangLongchuan	lip	ȵ̥ot⁵⁵ tuŋ⁵⁵	ȵ̥ot⁵⁵+tuŋ⁵⁵	ȵ̥ o t ⁵⁵ + t u ŋ ⁵⁵		843 3645	ȵ̥ o t ⁵⁵ + t u ŋ ⁵⁵	ȵ̥ o t ⁵⁵ + t u ŋ ⁵⁵
1927	Atsi	lip	nu̱t⁵⁵ ku̱ʔ⁵⁵	nu̱t⁵⁵+ku̱ʔ⁵⁵	n u̱ t ⁵⁵ + k u̱ ʔ ⁵⁵		841 3646	n - u̱ t ⁵⁵ + k u̱ ʔ ⁵⁵	n u̱ t ⁵⁵ + k u̱ ʔ ⁵⁵
1928	Bola	lip	nɔ̱t⁵⁵ ka̱uʔ⁵⁵	nɔ̱t⁵⁵+ka̱uʔ⁵⁵	n ɔ̱ t ⁵⁵ + k a̱u ʔ ⁵⁵		841 3647	n - ɔ̱ t ⁵⁵ + k a̱u ʔ ⁵⁵	n ɔ̱ t ⁵⁵ + k a̱u ʔ ⁵⁵
1929	Lashi	lip	nua̱t⁵⁵ ku̱k⁵⁵	nwa̱t⁵⁵+ku̱k⁵⁵	n w a̱ t ⁵⁵ + k u̱ k ⁵⁵		841 3648	n w a̱ t ⁵⁵ + k u̱ k ⁵⁵	n w a̱ t ⁵⁵ + k u̱ k ⁵⁵
1930	Maru	lip	na̱t⁵⁵ ka̱uk⁵⁵	na̱t⁵⁵+ka̱uk⁵⁵	n a̱ t ⁵⁵ + k a̱u k ⁵⁵		841 3649	n - a̱ t ⁵⁵ + k a̱u k ⁵⁵	n a̱ t ⁵⁵ + k a̱u k ⁵⁵
1931	Xiandao	lip	n̥ut⁵⁵ ʐɿ⁵⁵	n̥ut⁵⁵+ʐɿ⁵⁵	n̥ u t ⁵⁵ + ʐ ɿ ⁵⁵		841 3650	n̥ - u t ⁵⁵ + ʐ ɿ ⁵⁵	n̥ u t ⁵⁵ + ʐ ɿ ⁵⁵
1932	ProtoBurmish	lip	*ʔɲot	ˀɲot⁴	ˀɲ o t ⁴		843	ˀɲ o t ⁴	?ˀɲ ?o ?t ?⁴
1933	AchangLongchuan	listen	kʐua³¹	kʐwa³¹	k ʐ w a ³¹		168	k ʐ w a ³¹	k ʐ w a ³¹
1934	Atsi	listen	kjo²¹	kjo²¹	k j o ²¹		167	k j o ²¹	k j o ²¹
1935	Bola	listen	kja³¹	kja³¹	k j a ³¹		167	k j a ³¹	k j a ³¹
1936	Lashi	listen	kjɔː³³	kjɔː³³	k j ɔː ³³		1164	k j ɔː ³³	k j ɔː ³³
1937	Maru	listen	kjɔ³⁵	kjɔ³⁵	k j ɔ ³⁵		167	k j ɔ ³⁵	k j ɔ ³⁵
1938	Xiandao	listen	kʐɔ³¹	kʐɔ³¹	k ʐ ɔ ³¹		167	k ʐ ɔ ³¹	k ʐ ɔ ³¹
1939	OldBurmese	listen	naḥ tho₂ṅ	naḥ+thOṅ	n a ḥ/⁵ + tʰ o₂/ɔ ṅ/ŋ		467 2895	n a ḥ/⁵ + tʰ o₂/ɔ ṅ/ŋ	n a ḥ/⁵ + tʰ o₂/ɔ ṅ/ŋ
1940	OldBurmese	listen	na	na	n a		466	n a -	n a
1941	Rangoon	listen	nɑ⁵⁵ thɑ̃u²²	nɑ⁵⁵+thɑ̃u²²	n ɑ ⁵⁵ + tʰ ɑ̃u ²²		467 2896	n ɑ ⁵⁵ + tʰ ɑ̃u ²²	n ɑ ⁵⁵ + tʰ ɑ̃u ²²
1942	ProtoBurmish	listen	*gjaH	gja²	g j a ²		167	g j a ²	( g j a ² )
1943	OldBurmese	liver	sañḥ	sañḥ	s a ñ/ɲ ḥ/⁵		1493	s a ñ/ɲ ḥ/⁵	s a ñ/ɲ ḥ/⁵
1944	Rangoon	liver	ɑ⁵³ tθɛ⁵⁵	ɑ⁵³+tθɛ⁵⁵	ɑ ⁵³ + tθ ɛ ⁵⁵		3125 562	ɑ ⁵³ + - tθ ɛ - ⁵⁵	ɑ ⁵³ + tθ ɛ ⁵⁵
1945	AchangLongchuan	liver	a³¹ ʂəŋ³¹	a³¹+ʂəŋ³¹	a ³¹ + ʂ ə ŋ ³¹		3126 562	a ³¹ + - ʂ ə ŋ ³¹	a ³¹ + ʂ ə ŋ ³¹
1946	Atsi	liver	siŋ²¹	siŋ²¹	s i ŋ ²¹		562	- s i ŋ ²¹	s i ŋ ²¹
1947	Bola	liver	saŋ³⁵	saŋ³⁵	s a ŋ ³⁵		1494	s a ŋ ³⁵	s a ŋ ³⁵
1948	Lashi	liver	səŋ⁵⁵	səŋ⁵⁵	s ə ŋ ⁵⁵		1495	s ə ŋ ⁵⁵	s ə ŋ ⁵⁵
1949	Maru	liver	saŋ³⁵	saŋ³⁵	s a ŋ ³⁵		1496	s a ŋ ³⁵	s a ŋ ³⁵
1950	Xiandao	liver	a³¹ ʂɯŋ³¹	a³¹+ʂɯŋ³¹	a ³¹ + ʂ ɯ ŋ ³¹		3127 562	a ³¹ + - ʂ ɯ ŋ ³¹	a ³¹ + ʂ ɯ ŋ ³¹
1951	Bola	lizard	sum³¹ ku̱⁵⁵	sum³¹+ku̱⁵⁵	s u m ³¹ + k u̱ ⁵⁵		574 3133	s u m ³¹ + k u̱ ⁵⁵	s u m ³¹ + k u̱ ⁵⁵
1952	Rangoon	load of cupped-hands	lɛʔ⁴ khoʔ⁴	lɛʔ⁴+khoʔ⁴	l ɛ ʔ ⁴ + kʰ o ʔ ⁴		334 2526	l ɛ ʔ ⁴ + kʰ o ʔ ⁴	l ɛ ʔ ⁴ + kʰ o ʔ ⁴
1953	Maru	load of cupped-hands	ʃik⁵⁵ lɔʔ³¹ tsa̱p⁵⁵	ʃik⁵⁵+lɔʔ³¹+tsa̱p⁵⁵	ʃ i k ⁵⁵ + l ɔ ʔ ³¹ + ts a̱ p ⁵⁵		334 1316 2527	ʃ i k ⁵⁵ + l ɔ ʔ ³¹ + ts a̱ p ⁵⁵	ʃ i k ⁵⁵ + l ɔ ʔ ³¹ + ts a̱ p ⁵⁵
1954	Atsi	locust	tiŋ²¹ kam⁵⁵	tiŋ²¹+kam⁵⁵	t i ŋ ²¹ + k a m ⁵⁵		2409 308	t i ŋ ²¹ + k - a m ⁵⁵	t i ŋ ²¹ + k a m ⁵⁵
1955	Bola	locust	tʃɔ̱n⁵⁵ khjak⁵⁵	tʃɔ̱n⁵⁵+khjak⁵⁵	tʃ ɔ̱ n ⁵⁵ + kʰ j a k ⁵⁵		2410 308	tʃ ɔ̱ n ⁵⁵ + kʰ j a k ⁵⁵	tʃ ɔ̱ n ⁵⁵ + kʰ j a k ⁵⁵
1956	Maru	locust	tʃiŋ³¹ khjak⁵⁵	tʃiŋ³¹+khjak⁵⁵	tʃ i ŋ ³¹ + kʰ j a k ⁵⁵		2411 308	tʃ i ŋ ³¹ + kʰ j a k ⁵⁵	tʃ i ŋ ³¹ + kʰ j a k ⁵⁵
1957	Xiandao	locust	caŋ³¹ kɤt³⁵	caŋ³¹+kɤt³⁵	c a ŋ ³¹ + k ɤ t ³⁵		2412 308	c a ŋ ³¹ + k - ɤ t ³⁵	c a ŋ ³¹ + k ɤ t ³⁵
1958	ProtoBurmish	locust	*kjik	kjik⁴	k j i k ⁴		308	k j i k ⁴	( k j i k ⁴ )
1959	OldBurmese	long	rhañ	rhañ	rʰ a ñ/ɲ		873	rʰ a ñ/ɲ -	rʰ a ñ/ɲ
1960	AchangLongchuan	long	səŋ⁵⁵	səŋ⁵⁵	s ə ŋ ⁵⁵		873	s ə ŋ ⁵⁵	s ə ŋ ⁵⁵
1961	Atsi	long	xiŋ⁵¹	xiŋ⁵¹	x i ŋ ⁵¹		873	x i ŋ ⁵¹	x i ŋ ⁵¹
1962	Bola	long	xaŋ⁵⁵	xaŋ⁵⁵	x a ŋ ⁵⁵		873	x a ŋ ⁵⁵	x a ŋ ⁵⁵
1963	Lashi	long	ʃə̱ːŋ³³	ʃə̱ːŋ³³	ʃ ə̱ː ŋ ³³		873	ʃ ə̱ː ŋ ³³	ʃ ə̱ː ŋ ³³
1964	Maru	long	xaŋ³¹	xaŋ³¹	x a ŋ ³¹		1660	x a ŋ ³¹	x a ŋ ³¹
1965	Xiandao	long	sɤŋ⁵⁵	sɤŋ⁵⁵	s ɤ ŋ ⁵⁵		873	s ɤ ŋ ⁵⁵	s ɤ ŋ ⁵⁵
1966	ProtoBurmish	long	*ʔriŋ	ˀriŋ¹	ˀr i ŋ ¹		873	ˀr i ŋ ¹	( ˀr i ŋ ¹ )
1967	Rangoon	look at and distinguish (characters)	sɑ²² tθĩ²²	sɑ²²+tθĩ²²	s ɑ ²² + tθ ĩ ²²		877 3665	s ɑ ²² + tθ ĩ ²²	s ɑ ²² + tθ ĩ ²²
1968	AchangLongchuan	look at and distinguish (characters)	sa³⁵	sa³⁵	s a ³⁵		877	s a ³⁵	s a ³⁵
1969	OldBurmese	look like / resemble	tu	tu	t u		123	t u - -	t u
1970	AchangLongchuan	look like / resemble	tu⁵⁵	tu⁵⁵	t u ⁵⁵		123	t u - ⁵⁵	t u ⁵⁵
1971	Atsi	look like / resemble	tut²¹	tut²¹	t u t ²¹		123	t u t ²¹	t u t ²¹
1972	Bola	look like / resemble	tu⁵⁵	tu⁵⁵	t u ⁵⁵		81	t u ⁵⁵	t u ⁵⁵
1973	Lashi	look like / resemble	tuː³¹	tuː³¹	t uː ³¹		123	t uː - ³¹	t uː ³¹
1974	Maru	look like / resemble	tøʔ³¹	tøʔ³¹	t ø ʔ ³¹		123	t ø ʔ ³¹	t ø ʔ ³¹
1975	Xiandao	look like / resemble	tut⁵⁵	tut⁵⁵	t u t ⁵⁵		123	t u t ⁵⁵	t u t ⁵⁵
1976	ProtoBurmish	look like / resemble	*du	du¹	d u ¹		81	d u ¹	?d ?u ?¹
1977	ProtoBurmish	look like / resemble	*dʊ	dʊ¹	d ʊ ¹		123	d ʊ - ¹	( d ʊ ¹ )
1978	Rangoon	loom	jɛʔ⁴ kɑ̃⁵⁵ sɛʔ⁴	jɛʔ⁴+kɑ̃⁵⁵+sɛʔ⁴	j ɛ ʔ ⁴ + k ɑ̃ ⁵⁵ + s ɛ ʔ ⁴		2096 148 2097	j ɛ ʔ ⁴ + k ɑ̃ - ⁵⁵ + s ɛ ʔ ⁴	j ɛ ʔ ⁴ + k ɑ̃ ⁵⁵ + s ɛ ʔ ⁴
1979	AchangLongchuan	loom	jɔ³¹ kan⁵¹	jɔ³¹+kan⁵¹	j ɔ ³¹ + k a n ⁵¹		2098 1146	j ɔ ³¹ + k a n ⁵¹	j ɔ ³¹ + k a n ⁵¹
1980	Bola	loom	ɣaʔ³¹ kɛ̃³¹	ɣaʔ³¹+kɛ̃³¹	ɣ a ʔ ³¹ + k ɛ̃ ³¹		2099 148	ɣ a ʔ ³¹ + k ɛ̃ - ³¹	ɣ a ʔ ³¹ + k ɛ̃ ³¹
1981	Lashi	loom	jɔʔ³¹ kan³³	jɔʔ³¹+kan³³	j ɔ ʔ ³¹ + k a n ³³		2100 148	j ɔ ʔ ³¹ + k a n ³³	j ɔ ʔ ³¹ + k a n ³³
1982	Maru	loom	ɣɔʔ³¹ kaŋ³⁵	ɣɔʔ³¹+kaŋ³⁵	ɣ ɔ ʔ ³¹ + k a ŋ ³⁵		2101 148	ɣ ɔ ʔ ³¹ + k a ŋ ³⁵	ɣ ɔ ʔ ³¹ + k a ŋ ³⁵
1983	Xiandao	loom	ʐɔʔ⁵⁵ kan⁵¹	ʐɔʔ⁵⁵+kan⁵¹	ʐ ɔ ʔ ⁵⁵ + k a n ⁵¹		2102 148	ʐ ɔ ʔ ⁵⁵ + k a n ⁵¹	ʐ ɔ ʔ ⁵⁵ + k a n ⁵¹
1984	ProtoBurmish	loom	*ganH	gan²	g a n ²		148	g a n ²	k|k|k|k|k a|a|a|a|a n|n|n|n|n ²|²|²|²|²
1985	Bola	lose / mislay	la̱ʔ⁵⁵ phjauʔ⁵⁵	la̱ʔ⁵⁵+phjauʔ⁵⁵	l a̱ ʔ ⁵⁵ + pʰ j au ʔ ⁵⁵		822 3537	l a̱ ʔ ⁵⁵ + pʰ j au ʔ ⁵⁵	l a̱ ʔ ⁵⁵ + pʰ j au ʔ ⁵⁵
1986	Lashi	lose / mislay	lɔ̱ʔ⁵⁵ khjɔ⁵³	lɔ̱ʔ⁵⁵+khjɔ⁵³	l ɔ̱ ʔ ⁵⁵ + kʰ j ɔ ⁵³		822 3538	l ɔ̱ ʔ ⁵⁵ + kʰ j ɔ ⁵³	l ɔ̱ ʔ ⁵⁵ + kʰ j ɔ ⁵³
1987	Maru	lose / mislay	lɔ̱ʔ⁵⁵ phjauk⁵⁵	lɔ̱ʔ⁵⁵+phjauk⁵⁵	l ɔ̱ ʔ ⁵⁵ + pʰ j au k ⁵⁵		822 3539	l ɔ̱ ʔ ⁵⁵ + pʰ j au k ⁵⁵	l ɔ̱ ʔ ⁵⁵ + pʰ j au k ⁵⁵
1988	Rangoon	loud	mji²²	mji²²	m j i ²²		459	m j i - ²²	m j i ²²
1989	AchangLongchuan	loud	mʐəŋ⁵⁵	mʐəŋ⁵⁵	m ʐ ə ŋ ⁵⁵		459	m ʐ ə ŋ ⁵⁵	m ʐ ə ŋ ⁵⁵
1990	Atsi	loud	mjiŋ⁵¹	mjiŋ⁵¹	m j i ŋ ⁵¹		459	m j i ŋ ⁵¹	m j i ŋ ⁵¹
1991	Bola	loud	mjaŋ⁵⁵	mjaŋ⁵⁵	m j a ŋ ⁵⁵		460	m j a ŋ ⁵⁵	m j a ŋ ⁵⁵
1992	Lashi	loud	mjəːŋ³¹	mjəːŋ³¹	m j əː ŋ ³¹		459	m j əː ŋ ³¹	m j əː ŋ ³¹
1993	Maru	loud	mjaŋ³¹	mjaŋ³¹	m j a ŋ ³¹		459	m j a ŋ ³¹	m j a ŋ ³¹
1994	Xiandao	loud	mɤŋ³¹	mɤŋ³¹	m ɤ ŋ ³¹		459	m - ɤ ŋ ³¹	m ɤ ŋ ³¹
1995	ProtoBurmish	loud	*mriŋ	mriŋ¹	m r i ŋ ¹		459	m r i ŋ ¹	( m r i ŋ ¹ )
1996	OldBurmese	louse	sanḥ	sanḥ	s a n ḥ/⁵		542	s a n ḥ/⁵	s a n ḥ/⁵
1997	Rangoon	louse	tθɑ̃⁵⁵	tθɑ̃⁵⁵	tθ ɑ̃ ⁵⁵		718	tθ ɑ̃ - ⁵⁵	tθ ɑ̃ ⁵⁵
1998	AchangLongchuan	louse	ʂan³¹	ʂan³¹	ʂ a n ³¹		718	ʂ a n ³¹	ʂ a n ³¹
1999	Atsi	louse	ʃin²¹	ʃin²¹	ʃ i n ²¹		718	ʃ i n ²¹	ʃ i n ²¹
2000	Bola	louse	ʃɔn³⁵	ʃɔn³⁵	ʃ ɔ n ³⁵		718	ʃ ɔ n ³⁵	ʃ ɔ n ³⁵
2001	Lashi	louse	ʃɛ̱n⁵⁵	ʃɛ̱n⁵⁵	ʃ ɛ̱ n ⁵⁵		718	ʃ ɛ̱ n ⁵⁵	ʃ ɛ̱ n ⁵⁵
2002	Maru	louse	ʃiŋ³⁵	ʃiŋ³⁵	ʃ i ŋ ³⁵		718	ʃ i ŋ ³⁵	ʃ i ŋ ³⁵
2003	Xiandao	louse	ʂan³¹	ʂan³¹	ʂ a n ³¹		718	ʂ a n ³¹	ʂ a n ³¹
2004	ProtoBurmish	louse	*ʔsanH	ˀsan²	ˀs a n ²		542	ˀs a n ²	?ˀs ?a ?n ?²
2005	ProtoBurmish	louse	*ʃanH	ʃan²	ʃ a n ²		718	ʃ a n ²	( ʃ a n ² )
2006	Bola	lower half of the body	khji⁵⁵ khja⁵⁵	khji⁵⁵+khja⁵⁵	kʰ j i ⁵⁵ + kʰ j a ⁵⁵		278 2342	kʰ j i - ⁵⁵ + kʰ j a ⁵⁵	kʰ j i ⁵⁵ + kʰ j a ⁵⁵
2007	Bola	lower part of / lower reaches	a³¹ a⁵⁵ khja⁵⁵	a³¹+a⁵⁵+khja⁵⁵	a ³¹ + a ⁵⁵ + kʰ j a ⁵⁵		2434 779 317	a ³¹ + - - a - ⁵⁵ + kʰ j a ⁵⁵	a ³¹ + a ⁵⁵ + kʰ j a ⁵⁵
2008	Rangoon	lower part of / lower reaches	ɑ⁵³ tɕe²²	ɑ⁵³+tɕe²²	ɑ ⁵³ + tɕ e ²²		3425 779	ɑ ⁵³ + tɕ - e - ²²	ɑ ⁵³ + tɕ e ²²
2009	AchangLongchuan	lower part of / lower reaches	a³¹ the⁵¹	a³¹+the⁵¹	a ³¹ + tʰ e ⁵¹		3426 1599	a ³¹ + tʰ e ⁵¹	a ³¹ + tʰ e ⁵¹
2010	Atsi	lower part of / lower reaches	a²¹ o̱⁵¹	a²¹+o̱⁵¹	a ²¹ + o̱ ⁵¹		3427 1600	a ²¹ + o̱ ⁵¹	a ²¹ + o̱ ⁵¹
2011	Lashi	lower part of / lower reaches	kjei³¹ thaŋ³³	kjei³¹+thaŋ³³	k j ei ³¹ + tʰ a ŋ ³³		3428 1601	k j ei ³¹ + tʰ a ŋ ³³	k j ei ³¹ + tʰ a ŋ ³³
2012	Maru	lower part of / lower reaches	ɔ³¹ mɛ³¹	ɔ³¹+mɛ³¹	ɔ ³¹ + m ɛ ³¹		779 3429	- - ɔ - ³¹ + m ɛ ³¹	ɔ ³¹ + m ɛ ³¹
2013	Xiandao	lower part of / lower reaches	ti⁵⁵ thɛ³¹	ti⁵⁵+thɛ³¹	t i ⁵⁵ + tʰ ɛ ³¹		3430 779	t i ⁵⁵ + tʰ - ɛ - ³¹	t i ⁵⁵ + tʰ ɛ ³¹
2014	OldBurmese	lung	aʔ chut	aʔ+chut	a ʔ + ch/tʃʰ u t		3693 896	a ʔ + ch/tʃʰ u t -	a ʔ + ch/tʃʰ u t
2015	Rangoon	lung	a⁵³ shoʔ⁴	a⁵³+shoʔ⁴	a ⁵³ + sʰ o ʔ ⁴		3694 896	a ⁵³ + sʰ o ʔ ⁴	a ⁵³ + sʰ o ʔ ⁴
2016	AchangLongchuan	lung	a³¹ tɕhot⁵³	a³¹+tɕhot⁵³	a ³¹ + tɕʰ o t ⁵³		3695 896	a ³¹ + tɕʰ o t ⁵³	a ³¹ + tɕʰ o t ⁵³
2017	Atsi	lung	tsu̱t⁵⁵	tsu̱t⁵⁵	ts u̱ t ⁵⁵		896	ts u̱ t ⁵⁵	ts u̱ t ⁵⁵
2018	Bola	lung	tsɔ̱t⁵⁵	tsɔ̱t⁵⁵	ts ɔ̱ t ⁵⁵		896	ts ɔ̱ t ⁵⁵	ts ɔ̱ t ⁵⁵
2019	Lashi	lung	tsɔ̱t⁵⁵	tsɔ̱t⁵⁵	ts ɔ̱ t ⁵⁵		896	ts ɔ̱ t ⁵⁵	ts ɔ̱ t ⁵⁵
2020	Maru	lung	tsa̱t⁵⁵	tsa̱t⁵⁵	ts a̱ t ⁵⁵		896	ts a̱ t ⁵⁵	ts a̱ t ⁵⁵
2021	Xiandao	lung	a³¹ chut⁵⁵	a³¹+chut⁵⁵	a ³¹ + ch/tʃʰ u t ⁵⁵		3696 896	a ³¹ + ch/tʃʰ u t ⁵⁵	a ³¹ + ch/tʃʰ u t ⁵⁵
2022	ProtoBurmish	lung	*ʔtsut	ˀtsut⁴	ˀts u t ⁴		896	ˀts u t ⁴	( ˀts u t ⁴ )
2023	AchangLongchuan	maize / corn	xau³¹ tʂhuaʔ⁵⁵	xau³¹+tʂhwaʔ⁵⁵	x au ³¹ + ʈʂʰ w a ʔ ⁵⁵		635 1533	x - au - ³¹ + ʈʂʰ w a ʔ ⁵⁵	x au ³¹ + ʈʂʰ w a ʔ ⁵⁵
2024	Lashi	maize / corn	la³³ mə⁵³	la³³+mə⁵³	l a ³³ + m ə ⁵³		3230 635	l a ³³ + m - ə - ⁵³	l a ³³ + m ə ⁵³
2025	Xiandao	maize / corn	xau³¹ tʂhɔ³¹	xau³¹+tʂhɔ³¹	x au ³¹ + ʈʂʰ ɔ ³¹		635 811	x - au - ³¹ + ʈʂʰ ɔ ³¹	x au ³¹ + ʈʂʰ ɔ ³¹
2026	ProtoBurmish	maize / corn	*ʔtʃak	ˀtʃak⁴	ˀtʃ a k ⁴		635	ˀtʃ - a k ⁴	ˀk|ˀk|ˀk|ˀtʃ|ˀtʃ a|a|a|a|a ⁴|⁴|⁴|⁴|⁴
2027	Atsi	make / cause	na̱ŋ⁵¹	na̱ŋ⁵¹	n a̱ ŋ ⁵¹		837	n a̱ ŋ ⁵¹	n a̱ ŋ ⁵¹
2028	Bola	make / cause	nɔ̱̃⁵⁵	nɔ̱̃⁵⁵	n ɔ̱̃ ⁵⁵		1641	n ɔ̱̃ ⁵⁵	n ɔ̱̃ ⁵⁵
2029	Maru	make / cause	nɔ̱̃³¹	nɔ̱̃³¹	n ɔ̱̃ ³¹		837	n ɔ̱̃ - ³¹	n ɔ̱̃ ³¹
